Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,115,Human Resources,5,3,Life Sciences,1,141,2,Female,72,3,4,Manager,4,Married,8255,13208,7,Y,No,11,3,1,80,1,17,3,3,0,0,0,0
22,No,Travel_Rarely,371,Sales,1,5,Medical,1,142,3,Female,56,2,2,Sales Representative,3,Single,5337,9940,2,Y,No,16,4,3,80,0,16,4,2,4,4,0,3
52,No,Travel_Rarely,1179,Research & Development,1,3,Medical,1,143,3,Male,66,3,2,Manufacturing Director,4,Single,4231,7479,1,Y,Yes,11,3,3,80,1,16,2,2,2,2,1,2
49,Yes,Travel_Rarely,1256,Research & Development,11,4,Life Sciences,1,144,3,Female,32,3,1,Laboratory Technician,4,Single,1427,4192,7,Y,No,11,3,3,80,0,14,0,3,2,1,2,2
25,No,Travel_Rarely,814,Sales,20,2,Medical,1,145,3,Male,36,3,1,Sales Executive,1,Married,3094,20634,2,Y,No,17,3,4,80,0,11,2,2,5,3,1,0
43,No,Non-Travel,973,Sales,24,2,Life Sciences,1,146,2,Female,87,2,4,Sales Representative,4,Divorced,8336,7548,2,Y,No,15,3,2,80,2,9,0,2,9,9,0,0
32,No,Travel_Rarely,730,Research & Development,8,4,Life Sciences,1,147,4,Male,49,3,2,Manager,4,Married,4525,26803,2,Y,Yes,17,3,2,80,1,19,3,3,3,3,0,3
39,No,Travel_Rarely,402,Research & Development,1,4,Life Sciences,1,148,4,Male,94,4,2,Research Director,2,Divorced,5786,22228,2,Y,No,11,4,1,80,0,8,3,3,8,3,6,1
39,No,Travel_Rarely,805,Sales,12,4,Marketing,1,149,2,Female,43,3,3,Sales Executive,2,Married,6483,4221,3,Y,No,20,3,4,80,3,13,4,3,12,1,0,6
34,No,Travel_Rarely,528,Sales,1,3,Other,1,150,1,Male,78,1,2,Sales Representative,1,Single,4731,4479,3,Y,No,17,3,3,80,0,5,3,4,5,5,0,0
29,Yes,Travel_Rarely,217,Research & Development,9,3,Medical,1,151,1,Female,66,3,5,Manufacturing Director,1,Married,9556,14813,2,Y,Yes,18,3,2,80,1,6,5,2,6,6,2,2
30,No,Travel_Rarely,337,Sales,13,4,Medical,1,152,1,Female,35,3,3,Sales Executive,4,Single,6324,18118,7,Y,Yes,11,3,4,80,1,9,3,3,7,6,1,0
28,No,Non-Travel,114,Sales,11,2,Life Sciences,1,153,3,Male,35,2,3,Sales Executive,3,Married,6987,24078,1,Y,No,19,3,3,80,3,5,5,3,5,3,0,5
29,No,Travel_Rarely,1343,Research & Development,27,3,Other,1,154,1,Male,57,3,4,Manager,4,Married,7255,25509,3,Y,Yes,13,3,3,80,2,16,2,3,10,5,1,5
36,No,Travel_Rarely,1454,Human Resources,12,4,Medical,1,155,2,Male,42,3,1,Human Resources,4,Married,2660,25934,1,Y,No,12,3,3,80,1,1,3,4,0,0,0,0
30,No,Travel_Rarely,169,Sales,10,3,Technical Degree,1,156,4,Female,42,2,1,Sales Representative,3,Married,2580,9856,5,Y,Yes,17,3,3,80,0,11,6,4,8,7,1,0
43,No,Travel_Rarely,844,Research & Development,2,3,Technical Degree,1,157,2,Male,39,2,2,Research Scientist,4,Single,4533,22675,1,Y,No,17,3,3,80,1,11,3,3,11,1,5,1
50,No,Travel_Frequently,938,Research & Development,23,4,Life Sciences,1,158,4,Male,68,2,1,Manufacturing Director,1,Single,3329,6520,1,Y,No,12,3,2,80,3,0,4,2,0,0,0,0
31,No,Travel_Rarely,492,Sales,1,5,Medical,1,159,4,Female,52,4,3,Sales Executive,2,Single,6767,20756,6,Y,No,22,3,1,80,0,7,0,1,7,4,2,0
39,No,Travel_Rarely,1217,Research & Development,21,3,Other,1,160,2,Female,66,2,4,Manufacturing Director,3,Single,9682,3568,1,Y,No,21,3,1,80,1,12,4,3,3,3,0,3
41,No,Travel_Frequently,205,Research & Development,3,3,Life Sciences,1,161,4,Female,37,3,2,Healthcare Representative,1,Divorced,3705,15145,3,Y,No,17,3,3,80,0,14,3,2,0,0,0,0
41,No,Travel_Frequently,715,Research & Development,1,4,Marketing,1,162,4,Female,89,1,2,Laboratory Technician,1,Single,4608,8083,9,Y,Yes,16,3,4,80,0,9,2,3,0,0,0,0
37,No,Travel_Rarely,874,Research & Development,15,4,Other,1,163,3,Male,34,4,5,Research Director,4,Married,10567,9582,3,Y,Yes,16,3,3,80,0,15,0,3,0,0,0,0
43,No,Travel_Frequently,405,Research & Development,1,4,Life Sciences,1,164,2,Male,56,2,2,Healthcare Representative,4,Married,3644,11334,1,Y,No,11,3,2,80,0,10,2,1,10,4,1,2
41,No,Travel_Rarely,480,Sales,16,3,Technical Degree,1,165,3,Male,48,3,2,Sales Representative,2,Single,5265,18893,1,Y,No,15,4,4,80,3,11,5,3,0,0,0,0
25,No,Travel_Rarely,1473,Research & Development,2,3,Other,1,166,4,Female,72,1,2,Laboratory Technician,4,Divorced,6359,7601,6,Y,No,15,3,4,80,2,12,3,2,3,3,0,3
44,No,Travel_Rarely,1300,Research & Development,19,3,Marketing,1,167,3,Female,72,3,4,Laboratory Technician,4,Married,8486,20644,2,Y,No,12,3,4,80,1,17,5,3,2,2,1,2
44,No,Travel_Rarely,189,Sales,10,4,Life Sciences,1,168,2,Female,64,3,2,Sales Executive,2,Single,4904,7876,5,Y,No,13,3,3,80,1,6,3,3,5,1,2,5
30,No,Travel_Rarely,731,Sales,9,4,Life Sciences,1,169,4,Female,84,2,3,Sales Representative,1,Divorced,6567,15997,5,Y,No,11,3,4,80,1,7,5,3,0,0,0,0
37,No,Travel_Rarely,726,Research & Development,4,1,Life Sciences,1,170,3,Male,90,2,4,Manager,4,Single,7929,20856,3,Y,Yes,11,3,1,80,2,6,3,3,6,0,4,6
43,No,Travel_Rarely,1374,Research & Development,1,3,Technical Degree,1,171,3,Male,76,3,2,Manufacturing Director,2,Single,3043,14740,5,Y,No,18,3,1,80,2,8,2,2,0,0,0,0
35,No,Travel_Rarely,467,Sales,15,3,Technical Degree,1,172,4,Male,85,3,2,Sales Representative,1,Married,3935,9387,1,Y,No,21,3,1,80,0,20,2,3,13,6,0,7
46,No,Travel_Rarely,1214,Research & Development,1,5,Medical,1,173,3,Male,47,3,4,Manufacturing Director,3,Married,7386,18766,3,Y,No,11,3,4,80,1,15,6,3,3,3,0,3
58,No,Travel_Frequently,978,Sales,4,3,Life Sciences,1,174,4,Female,94,2,2,Sales Representative,4,Single,5863,4694,4,Y,No,15,3,1,80,1,3,2,4,3,3,0,3
29,No,Travel_Rarely,833,Research & Development,8,3,Life Sciences,1,175,4,Male,82,3,4,Research Scientist,2,Single,8407,20203,1,Y,No,18,3,3,80,3,6,2,3,6,2,0,6
24,No,Travel_Rarely,1100,Sales,5,1,Marketing,1,176,3,Female,40,2,5,Sales Representative,2,Divorced,10223,16426,1,Y,No,13,3,3,80,1,13,0,3,8,4,3,2
39,No,Travel_Rarely,557,Research & Development,1,3,Marketing,1,177,1,Female,30,3,3,Research Scientist,2,Single,7211,8147,4,Y,No,17,3,2,80,2,4,2,3,4,3,1,0
43,No,Travel_Rarely,516,Research & Development,1,1,Other,1,178,4,Male,37,1,3,Healthcare Representative,4,Single,5602,2810,4,Y,Yes,14,3,4,80,2,5,4,4,4,2,0,4
34,Yes,Travel_Rarely,556,Human Resources,1,4,Marketing,1,179,4,Male,48,3,4,Manager,2,Married,7886,21890,2,Y,Yes,19,3,2,80,1,20,3,2,9,2,6,3
50,No,Non-Travel,612,Sales,17,4,Technical Degree,1,180,1,Male,84,2,4,Sales Representative,3,Divorced,8554,7417,5,Y,No,11,3,3,80,2,6,3,3,6,2,0,5
24,No,Travel_Rarely,1300,Research & Development,1,3,Marketing,1,181,3,Male,45,3,2,Research Scientist,4,Single,5323,15584,2,Y,No,11,3,4,80,1,17,5,3,2,0,0,2
43,No,Travel_Frequently,1036,Sales,29,3,Medical,1,182,2,Female,95,2,1,Sales Executive,1,Married,2901,20871,7,Y,No,15,3,1,80,1,19,3,3,9,6,0,1
31,Yes,Travel_Rarely,310,Human Resources,1,4,Medical,1,183,4,Male,41,3,2,Human Resources,4,Married,4698,22558,5,Y,Yes,15,4,4,80,1,5,4,2,5,3,0,3
52,No,Travel_Frequently,1438,Research & Development,1,2,Other,1,184,4,Female,91,4,3,Laboratory Technician,4,Married,6562,13348,1,Y,Yes,14,3,4,80,0,4,2,3,4,3,1,4
54,No,Travel_Rarely,472,Sales,7,2,Medical,1,185,1,Female,87,3,2,Sales Executive,4,Married,4820,19490,2,Y,No,17,3,4,80,0,9,6,2,9,0,0,6
30,No,Non-Travel,1438,Research & Development,1,4,Life Sciences,1,186,4,Male,50,4,3,Manager,2,Divorced,6661,24726,4,Y,No,11,3,4,80,1,3,1,3,3,0,1,1
32,No,Travel_Rarely,904,Research & Development,8,4,Life Sciences,1,187,2,Female,66,4,2,Manufacturing Director,3,Single,3676,4454,7,Y,No,11,3,2,80,1,11,3,3,1,1,1,1
44,No,Travel_Rarely,187,Research & Development,17,4,Life Sciences,1,188,4,Female,34,3,3,Laboratory Technician,4,Single,6536,4040,1,Y,No,13,4,3,80,3,9,3,3,2,2,2,2
33,No,Travel_Rarely,748,Research & Development,1,2,Medical,1,189,3,Female,99,3,1,Laboratory Technician,4,Divorced,1641,5606,3,Y,Yes,13,3,1,80,3,13,2,3,8,5,2,1
36,No,Travel_Rarely,922,Sales,14,2,Life Sciences,1,190,2,Male,61,3,3,Sales Executive,2,Married,6564,10212,1,Y,No,14,3,2,80,1,20,2,2,12,4,0,4
37,No,Travel_Rarely,1391,Sales,4,1,Life Sciences,1,191,1,Male,96,3,2,Sales Representative,4,Married,4115,24077,1,Y,No,19,3,1,80,1,16,2,2,16,0,0,4
19,No,Travel_Rarely,1345,Research & Development,1,2,Medical,1,192,1,Male,39,4,1,Manufacturing Director,2,Married,4531,3445,4,Y,Yes,17,3,2,80,1,14,1,3,12,9,1,4
36,No,Travel_Frequently,396,Research & Development,1,4,Life Sciences,1,193,3,Male,98,3,2,Manager,1,Married,4468,17704,0,Y,No,16,3,4,80,1,0,3,2,0,0,0,0
30,No,Travel_Rarely,607,Research & Development,22,2,Technical Degree,1,194,3,Female,91,3,3,Manufacturing Director,3,Married,5376,16911,4,Y,Yes,15,3,2,80,0,14,6,3,2,1,0,2
32,No,Travel_Rarely,1288,Research & Development,1,4,Medical,1,195,1,Female,66,3,2,Manager,4,Divorced,4392,21553,7,Y,Yes,13,3,3,80,1,23,3,2,20,3,1,0
49,Yes,Travel_Rarely,1252,Research & Development,18,2,Medical,1,196,1,Female,76,4,1,Healthcare Representative,3,Married,2915,22382,8,Y,Yes,12,4,3,80,1,0,3,3,0,0,0,0
25,No,Travel_Rarely,928,Research & Development,7,3,Life Sciences,1,197,1,Male,78,3,5,Research Scientist,3,Single,11838,26338,1,Y,Yes,11,4,3,80,0,15,0,3,7,7,2,7
44,No,Travel_Rarely,218,Research & Development,1,5,Life Sciences,1,198,4,Male,53,3,3,Manager,4,Married,6028,12633,5,Y,No,12,3,4,80,2,9,2,3,1,1,0,0
34,No,Travel_Rarely,750,Research & Development,5,2,Medical,1,199,4,Female,55,2,5,Research Scientist,3,Married,9234,19005,7,Y,No,14,3,2,80,1,5,3,3,5,2,5,5
34,No,Travel_Rarely,457,Research & Development,15,3,Technical Degree,1,200,1,Male,84,4,2,Healthcare Representative,3,Married,5153,12939,0,Y,No,11,3,3,80,0,16,6,3,10,1,2,2
44,No,Travel_Rarely,877,Research & Development,11,3,Marketing,1,201,3,Male,36,4,2,Laboratory Technician,2,Married,3395,16196,2,Y,No,15,3,3,80,1,22,4,3,2,2,0,2
40,No,Travel_Rarely,1124,Sales,6,1,Life Sciences,1,202,1,Male,70,3,4,Sales Representative,3,Single,8151,13260,7,Y,Yes,14,3,1,80,0,16,2,3,1,1,1,1
42,No,Non-Travel,1347,Sales,17,3,Medical,1,203,4,Male,31,3,2,Sales Representative,4,Married,4293,15561,1,Y,Yes,13,3,3,80,0,8,3,4,8,8,1,5
45,No,Travel_Rarely,1439,Research & Development,1,3,Life Sciences,1,204,4,Female,59,3,3,Healthcare Representative,4,Married,6444,17887,8,Y,No,19,3,4,80,2,4,3,4,4,2,2,4
34,No,Travel_Rarely,1275,Research & Development,21,4,Other,1,205,4,Male,49,3,1,Healthcare Representative,3,Divorced,3051,15762,3,Y,No,11,3,1,80,3,12,3,3,11,5,1,7
31,No,Travel_Rarely,337,Sales,16,4,Other,1,206,4,Female,85,4,2,Sales Executive,4,Married,3953,24125,0,Y,No,13,4,1,80,0,17,3,4,10,4,1,5
27,Yes,Travel_Rarely,1293,Sales,11,3,Medical,1,207,4,Female,53,2,1,Sales Executive,1,Single,2281,23638,2,Y,No,11,3,1,80,3,8,4,1,5,1,0,1
29,No,Travel_Rarely,1043,Research & Development,15,1,Marketing,1,208,4,Male,41,3,1,Laboratory Technician,2,Married,2488,11567,1,Y,No,15,3,4,80,0,8,0,3,3,3,0,3
60,No,Non-Travel,170,Sales,7,3,Technical Degree,1,209,3,Female,44,3,1,Sales Executive,3,Divorced,2619,7579,1,Y,No,17,3,4,80,0,30,5,4,6,6,5,2
48,No,Non-Travel,368,Sales,10,1,Marketing,1,210,2,Male,77,3,1,Sales Representative,1,Married,2578,16269,3,Y,No,11,4,3,80,0,18,1,2,3,3,0,3
24,No,Travel_Rarely,1275,Research & Development,7,3,Marketing,1,211,2,Female,90,3,5,Laboratory Technician,2,Married,10848,5373,2,Y,Yes,11,4,3,80,0,19,3,2,6,6,0,2
25,No,Travel_Rarely,916,Research & Development,3,4,Other,1,212,2,Male,57,3,1,Manager,3,Married,3175,25888,2,Y,No,11,3,4,80,1,0,5,3,0,0,0,0
41,No,Non-Travel,483,Research & Development,7,2,Medical,1,213,3,Female,32,3,3,Research Director,1,Single,6814,25210,0,Y,Yes,15,3,4,80,3,6,3,3,1,1,1,1
41,No,Travel_Rarely,475,Sales,2,4,Medical,1,214,2,Male,45,2,4,Sales Representative,2,Divorced,8862,22494,6,Y,No,13,3,4,80,0,11,1,3,10,4,1,4
41,No,Travel_Rarely,786,Research & Development,5,4,Technical Degree,1,215,2,Female,65,3,2,Research Scientist,3,Single,3234,15112,2,Y,Yes,14,3,4,80,0,3,2,3,3,3,3,3
34,No,Travel_Rarely,607,Sales,2,4,Medical,1,216,3,Female,33,4,1,Sales Representative,3,Married,2540,17834,6,Y,No,13,3,3,80,1,22,3,4,1,1,1,1
35,No,Travel_Rarely,338,Research & Development,1,3,Marketing,1,217,2,Male,38,2,3,Manager,4,Single,6883,13580,6,Y,Yes,11,3,3,80,0,20,1,3,4,4,3,0
39,No,Non-Travel,426,Research & Development,3,3,Life Sciences,1,218,3,Female,41,2,3,Manufacturing Director,3,Single,7083,22414,1,Y,No,18,3,4,80,1,7,3,2,7,3,1,2
37,No,Travel_Frequently,1375,Research & Development,17,4,Life Sciences,1,219,4,Male,73,3,3,Manufacturing Director,3,Married,5946,3138,0,Y,No,15,3,4,80,1,23,2,4,7,7,0,0
18,No,Travel_Rarely,691,Research & Development,4,3,Life Sciences,1,220,4,Male,95,3,3,Healthcare Representative,4,Married,5972,16576,7,Y,No,11,3,1,80,0,10,4,2,9,3,0,5
34,No,Travel_Frequently,891,Research & Development,12,4,Medical,1,221,3,Female,48,2,5,Research Scientist,4,Married,10040,5533,5,Y,No,12,3,1,80,1,29,1,2,12,5,1,0
29,No,Travel_Rarely,855,Research & Development,1,1,Medical,1,222,3,Female,42,3,3,Manufacturing Director,2,Married,6929,18790,1,Y,No,11,3,4,80,0,12,3,2,12,3,0,1
38,No,Travel_Frequently,1341,Sales,4,1,Other,1,223,3,Male,84,3,2,Sales Executive,1,Married,5327,18042,4,Y,No,19,3,2,80,0,15,2,3,8,2,1,2
60,No,Travel_Rarely,833,Research & Development,1,4,Medical,1,224,2,Male,94,2,3,Research Scientist,4,Married,6174,10601,0,Y,No,17,3,4,80,0,20,3,2,0,0,0,0
40,No,Travel_Rarely,122,Sales,1,4,Technical Degree,1,225,4,Female,99,4,1,Sales Executive,3,Married,3226,12736,0,Y,No,14,3,3,80,1,19,2,2,5,5,1,0
34,No,Travel_Rarely,406,Sales,8,4,Life Sciences,1,226,2,Female,32,3,4,Sales Executive,4,Married,8598,3984,3,Y,No,20,3,1,80,1,14,3,3,0,0,0,0
45,No,Travel_Rarely,1478,Human Resources,8,4,Technical Degree,1,227,1,Male,54,3,1,Human Resources,4,Married,2400,15853,0,Y,No,20,4,1,80,1,10,3,3,10,0,0,5
41,No,Travel_Rarely,705,Research & Development,2,2,Medical,1,228,4,Male,81,3,2,Research Scientist,3,Married,4330,22699,8,Y,No,14,3,1,80,1,14,1,3,14,1,2,8
40,No,Travel_Rarely,908,Research & Development,5,2,Marketing,1,229,2,Female,45,3,4,Manager,4,Divorced,9097,14286,7,Y,No,13,4,2,80,1,5,4,3,5,0,0,5
42,No,Non-Travel,1111,Research & Development,17,4,Life Sciences,1,230,3,Female,72,4,3,Manufacturing Director,3,Single,6760,25456,4,Y,No,13,3,3,80,1,12,4,3,12,8,2,7
55,Yes,Non-Travel,546,Research & Development,1,2,Medical,1,231,1,Female,85,3,2,Manager,1,Divorced,6320,23317,0,Y,No,11,3,4,80,3,3,1,2,3,3,1,3
26,No,Travel_Rarely,367,Research & Development,1,4,Medical,1,232,1,Male,97,2,2,Laboratory Technician,4,Single,3818,23273,1,Y,No,21,3,4,80,3,0,3,2,0,0,0,0
41,No,Travel_Frequently,1098,Research & Development,9,3,Medical,1,233,2,Female,37,2,4,Laboratory Technician,2,Single,8914,4122,2,Y,Yes,11,3,3,80,1,11,3,4,0,0,0,0
28,No,Non-Travel,1293,Research & Development,1,1,Other,1,234,1,Female,73,2,2,Manufacturing Director,4,Single,4076,17784,2,Y,No,18,3,3,80,0,19,0,1,6,6,1,6
41,No,Travel_Rarely,1183,Sales,29,2,Human Resources,1,235,3,Male,67,3,4,Sales Executive,4,Married,7804,15345,1,Y,No,17,3,3,80,1,17,2,3,1,0,1,1
28,No,Travel_Rarely,702,Research & Development,8,3,Other,1,236,4,Male,52,3,1,Research Scientist,4,Single,2491,5001,3,Y,No,13,3,3,80,0,10,5,2,8,8,0,2
33,No,Travel_Frequently,734,Sales,5,4,Medical,1,237,3,Female,35,3,3,Sales Representative,3,Divorced,6609,5237,2,Y,No,21,3,3,80,1,23,3,4,6,1,0,1
34,No,Travel_Rarely,858,Sales,5,4,Other,1,238,4,Male,72,4,4,Sales Executive,3,Divorced,10834,11013,8,Y,Yes,11,3,1,80,0,7,5,3,7,3,2,6
45,Yes,Travel_Rarely,425,Research & Development,7,3,Technical Degree,1,239,2,Female,73,3,1,Research Director,2,Married,2352,23868,8,Y,No,14,4,1,80,1,0,3,3,0,0,0,0
45,No,Travel_Rarely,1391,Sales,1,3,Life Sciences,1,240,2,Female,52,3,2,Sales Representative,2,Married,3595,9668,3,Y,No,13,3,1,80,0,0,0,3,0,0,0,0
25,No,Travel_Rarely,1187,Human Resources,23,2,Medical,1,241,1,Female,45,2,1,Human Resources,3,Divorced,2718,11753,4,Y,No,18,4,1,80,3,2,1,3,2,2,0,0
37,No,Non-Travel,190,Human Resources,8,2,Life Sciences,1,242,3,Female,38,3,3,Human Resources,4,Divorced,4840,11400,1,Y,Yes,16,3,4,80,0,16,3,3,16,6,3,3
30,No,Travel_Rarely,517,Research & Development,1,3,Life Sciences,1,243,3,Male,38,3,2,Healthcare Representative,4,Married,4426,3771,1,Y,No,11,3,2,80,1,6,3,3,6,6,0,2
25,No,Travel_Frequently,783,Research & Development,7,1,Life Sciences,1,244,3,Male,87,3,3,Manufacturing Director,2,Married,6512,4137,7,Y,No,19,4,4,80,2,14,1,3,8,0,3,4
35,No,Travel_Frequently,1201,Sales,1,2,Life Sciences,1,245,4,Female,94,3,1,Sales Executive,3,Married,3135,9775,4,Y,Yes,16,3,4,80,0,22,3,1,7,4,1,0
34,Yes,Travel_Rarely,506,Human Resources,1,3,Marketing,1,246,3,Male,88,3,1,Manager,4,Married,3278,5208,1,Y,No,11,3,4,80,3,3,4,1,3,3,0,3
58,No,Travel_Frequently,466,Research & Development,8,3,Medical,1,247,3,Male,52,1,1,Research Scientist,3,Married,2097,22644,3,Y,No,13,3,4,80,1,14,3,3,7,4,0,2
40,No,Travel_Rarely,486,Human Resources,9,1,Life Sciences,1,248,4,Male,98,3,2,Human Resources,3,Married,4379,15747,8,Y,No,11,3,2,80,3,14,2,2,0,0,0,0
24,No,Travel_Rarely,110,Human Resources,7,3,Marketing,1,249,2,Male,48,3,2,Manager,4,Single,3887,6947,2,Y,Yes,14,3,3,80,3,4,2,3,0,0,0,0
31,No,Travel_Frequently,616,Research & Development,1,3,Technical Degree,1,250,2,Female,64,4,4,Laboratory Technician,3,Married,7597,10189,1,Y,Yes,15,3,2,80,0,20,5,2,9,4,3,0
46,No,Travel_Rarely,1494,Sales,8,1,Other,1,251,4,Male,84,4,3,Sales Executive,3,Married,6747,26776,8,Y,No,13,4,4,80,2,8,4,3,8,1,1,3
55,No,Travel_Frequently,410,Research & Development,1,4,Medical,1,252,3,Male,69,2,2,Research Scientist,4,Divorced,3481,8693,2,Y,Yes,13,3,4,80,0,8,2,2,8,0,1,4
22,Yes,Travel_Rarely,271,Research & Development,8,1,Medical,1,253,2,Female,43,3,5,Laboratory Technician,1,Divorced,10168,4435,2,Y,Yes,11,3,4,80,0,25,4,3,2,2,2,2
20,No,Travel_Frequently,248,Research & Development,7,4,Life Sciences,1,254,3,Female,42,4,3,Research Scientist,4,Married,5703,24797,1,Y,No,16,3,3,80,0,14,2,2,0,0,0,0
53,No,Travel_Rarely,181,Sales,9,1,Life Sciences,1,255,3,Female,82,4,5,Sales Representative,1,Married,10939,14338,7,Y,No,11,4,4,80,0,17,2,1,11,0,2,1
40,No,Travel_Rarely,905,Research & Development,20,4,Life Sciences,1,256,3,Female,68,1,2,Research Scientist,1,Single,5941,19587,6,Y,No,15,3,1,80,1,20,2,2,3,3,0,3
29,No,Travel_Rarely,553,Human Resources,17,1,Life Sciences,1,257,2,Female,94,3,1,Human Resources,4,Married,1458,19728,2,Y,No,11,4,1,80,1,6,1,4,6,6,3,2
41,Yes,Travel_Rarely,1079,Research & Development,29,4,Other,1,258,4,Female,85,2,1,Manager,2,Single,1017,24950,0,Y,No,15,3,4,80,1,19,4,2,9,0,2,5
18,No,Travel_Rarely,908,Research & Development,29,3,Life Sciences,1,259,4,Male,69,3,3,Healthcare Representative,4,Single,6400,9502,2,Y,No,14,3,3,80,0,7,3,3,7,2,0,3
37,No,Travel_Rarely,858,Sales,13,4,Life Sciences,1,260,3,Female,75,3,1,Sales Representative,4,Married,2512,5167,1,Y,Yes,16,3,4,80,3,7,2,2,7,1,3,5
39,No,Travel_Rarely,396,Research & Development,28,3,Life Sciences,1,261,4,Male,36,3,2,Laboratory Technician,4,Single,4674,23848,1,Y,Yes,18,4,1,80,0,9,4,2,9,6,1,3
45,No,Travel_Rarely,1255,Human Resources,18,1,Marketing,1,262,4,Female,74,3,2,Human Resources,4,Single,4142,7639,2,Y,No,18,3,4,80,0,6,4,3,6,6,0,5
27,No,Travel_Rarely,1290,Sales,11,4,Life Sciences,1,263,1,Male,51,3,2,Sales Executive,2,Divorced,4339,26750,0,Y,No,11,3,3,80,1,16,1,3,3,3,0,3
37,Yes,Travel_Rarely,714,Research & Development,1,1,Medical,1,264,2,Male,36,3,3,Laboratory Technician,4,Single,6794,12821,8,Y,No,14,3,4,80,2,12,3,4,1,1,1,1
28,No,Non-Travel,984,Research & Development,1,4,Life Sciences,1,265,3,Male,81,3,1,Research Scientist,1,Single,3332,3009,0,Y,No,22,3,4,80,1,7,3,4,0,0,0,0
39,No,Non-Travel,551,Research & Development,16,1,Life Sciences,1,266,4,Male,97,4,2,Healthcare Representative,3,Single,2935,18739,2,Y,No,15,3,4,80,1,15,3,3,5,2,3,0
28,No,Travel_Rarely,170,Research & Development,6,3,Life Sciences,1,267,1,Female,99,1,3,Manufacturing Director,4,Single,6204,7608,1,Y,Yes,12,3,2,80,0,9,3,3,9,1,2,1
33,No,Travel_Rarely,657,Research & Development,15,4,Medical,1,268,4,Female,96,3,5,Research Scientist,2,Single,10671,17138,4,Y,Yes,14,3,4,80,0,8,2,3,8,3,0,7
28,No,Travel_Rarely,1010,Research & Development,3,3,Life Sciences,1,269,3,Female,32,3,3,Laboratory Technician,3,Married,5765,21797,0,Y,No,13,3,1,80,1,11,2,3,8,5,0,3
42,No,Travel_Rarely,601,Sales,4,2,Technical Degree,1,270,2,Female,87,3,5,Sales Executive,3,Married,11884,26628,3,Y,No,11,3,1,80,1,14,4,4,2,2,0,2
44,No,Travel_Rarely,1260,Research & Development,10,4,Medical,1,271,2,Male,96,4,3,Healthcare Representative,3,Divorced,5991,5134,5,Y,No,18,3,3,80,0,13,4,3,12,3,3,0
34,No,Travel_Rarely,931,Research & Development,22,4,Marketing,1,272,2,Female,83,3,3,Healthcare Representative,4,Single,6466,6997,8,Y,Yes,17,3,4,80,1,8,2,3,6,4,6,4
37,No,Travel_Rarely,603,Research & Development,1,4,Medical,1,273,4,Male,38,3,1,Healthcare Representative,1,Married,2944,14929,4,Y,No,11,3,3,80,1,16,0,2,16,3,0,0
23,Yes,Travel_Rarely,1075,Research & Development,17,3,Life Sciences,1,274,4,Female,83,3,3,Research Scientist,3,Married,6026,21140,0,Y,No,14,3,4,80,1,9,4,1,1,0,1,1
34,Yes,Travel_Rarely,1470,Research & Development,14,3,Life Sciences,1,275,3,Male,80,1,3,Laboratory Technician,4,Married,5022,13280,0,Y,Yes,13,3,4,80,0,6,2,4,2,2,1,2
36,No,Travel_Rarely,831,Research & Development,3,3,Medical,1,276,4,Male,45,3,3,Manufacturing Director,3,Married,6157,25436,5,Y,No,11,3,2,80,1,0,2,3,0,0,0,0
60,No,Travel_Frequently,1002,Research & Development,3,2,Medical,1,277,4,Female,41,3,2,Research Scientist,1,Divorced,5323,8335,1,Y,No,11,4,4,80,0,17,2,3,0,0,0,0
26,No,Travel_Frequently,761,Research & Development,1,4,Medical,1,278,3,Female,49,3,2,Laboratory Technician,3,Single,4230,23742,2,Y,No,11,3,1,80,0,11,2,2,1,1,1,1
50,Yes,Travel_Frequently,862,Research & Development,1,3,Marketing,1,279,4,Female,82,3,2,Healthcare Representative,2,Married,3822,25415,9,Y,No,14,4,4,80,1,12,2,3,7,2,0,0
45,Yes,Travel_Rarely,155,Research & Development,5,3,Technical Degree,1,280,3,Female,60,4,2,Research Scientist,1,Divorced,5240,4066,6,Y,Yes,13,3,2,80,1,18,3,1,2,2,2,2
39,No,Travel_Rarely,433,Research & Development,1,3,Marketing,1,281,3,Male,50,2,1,Manufacturing Director,4,Single,2235,4268,6,Y,No,11,3,3,80,1,7,1,3,0,0,0,0
52,Yes,Travel_Rarely,1060,Research & Development,1,4,Life Sciences,1,282,1,Female,32,2,4,Research Scientist,3,Single,8091,19805,6,Y,Yes,13,3,3,80,0,1,6,2,1,1,0,0
40,Yes,Travel_Rarely,757,Research & Development,16,4,Medical,1,283,4,Female,50,2,1,Research Scientist,4,Single,2619,23368,3,Y,No,17,3,2,80,2,11,5,4,0,0,0,0
